3.264725949999999699e+01,-1.171175334999999933e+02
3.264725716699999936e+01,-1.171175384999999949e+02
3.264719916699999658e+01,-1.171176546669999965e+02
3.264719366700000336e+01,-1.171176648330000063e+02
3.264719000000000193e+01,-1.171176721669999949e+02
3.264718033300000144e+01,-1.171176899999999961e+02
3.264717650000000049e+01,-1.171176968329999966e+02
3.264717266699999954e+01,-1.171177038329999931e+02
3.264715116699999697e+01,-1.171177441669999979e+02
3.264714666700000123e+01,-1.171177514999999971e+02
3.264709650000000352e+01,-1.171178606670000022e+02
3.264701566699999802e+01,-1.171180828330000026e+02
3.264695950000000124e+01,-1.171182851669999962e+02
3.264690883299999768e+01,-1.171185343329999995e+02
3.264687666700000079e+01,-1.171187906669999990e+02
3.264686666699999762e+01,-1.171190421670000035e+02
3.264688100000000048e+01,-1.171193721669999945e+02
3.264691383299999927e+01,-1.171196121669999997e+02
3.264696399999999699e+01,-1.171198491669999981e+02
3.264704233300000169e+01,-1.171201175000000063e+02
3.264714349999999854e+01,-1.171203758329999971e+02
3.264723233299999805e+01,-1.171205570000000051e+02
3.264737266699999907e+01,-1.171207898330000035e+02
3.264768166700000052e+01,-1.171211983329999953e+02
3.264813733300000109e+01,-1.171217138330000012e+02
3.264894149999999939e+01,-1.171224538329999945e+02
3.266201816699999938e+01,-1.171330131670000014e+02
3.267464366699999800e+01,-1.171418776670000028e+02
3.267487933299999980e+01,-1.171420150000000007e+02
3.267495399999999961e+01,-1.171420688329999962e+02
3.267501333300000255e+01,-1.171421226669999953e+02
3.267510566699999686e+01,-1.171422280000000029e+02
3.267591350000000006e+01,-1.171432741670000013e+02
3.267824583299999830e+01,-1.171457544999999953e+02
3.268098466699999705e+01,-1.171483181669999993e+02
3.268221016700000092e+01,-1.171493121670000050e+02
3.268332683300000241e+01,-1.171504824999999954e+02
3.268430483299999878e+01,-1.171515200000000050e+02
3.268575566700000223e+01,-1.171528006669999940e+02
3.268810866700000162e+01,-1.171546746669999948e+02
3.269265099999999791e+01,-1.171589034999999939e+02
3.269281066700000338e+01,-1.171591011670000029e+02
3.269298883300000114e+01,-1.171593813329999989e+02
3.269353983300000266e+01,-1.171604173329999981e+02
3.269376650000000240e+01,-1.171607333329999960e+02
3.269484250000000003e+01,-1.171619676669999990e+02
3.269817333299999973e+01,-1.171656076670000033e+02
3.270051883299999673e+01,-1.171684814999999986e+02
3.270566199999999668e+01,-1.171754986669999994e+02
3.270880149999999986e+01,-1.171795893329999956e+02
3.271213000000000193e+01,-1.171842666670000028e+02
3.271331783299999785e+01,-1.171856975000000034e+02
3.271363499999999647e+01,-1.171860494999999958e+02
3.271390683300000291e+01,-1.171863976669999943e+02
3.271409016700000194e+01,-1.171866820000000047e+02
3.271424583299999966e+01,-1.171869801670000015e+02
3.271429533300000259e+01,-1.171870954999999981e+02
3.271430283299999786e+01,-1.171871170000000006e+02
3.271431683299999804e+01,-1.171871529999999950e+02
3.271438633300000021e+01,-1.171873741670000015e+02
3.271439816699999881e+01,-1.171874214999999992e+02
3.271441883300000342e+01,-1.171874803329999963e+02
3.271445883300000190e+01,-1.171876038329999972e+02
3.271460749999999962e+01,-1.171880106670000004e+02
3.271462033299999916e+01,-1.171880408330000023e+02
3.271471950000000106e+01,-1.171882738329999967e+02
3.271473466700000188e+01,-1.171883021670000034e+02
3.271476249999999908e+01,-1.171883624999999967e+02
3.271478249999999832e+01,-1.171884011669999950e+02
3.271481383300000090e+01,-1.171884655000000066e+02
3.271493433300000220e+01,-1.171886721669999929e+02
3.271497133300000115e+01,-1.171887329999999992e+02
3.271506883299999657e+01,-1.171888963330000024e+02
3.271510416699999979e+01,-1.171889555000000058e+02
3.271535866699999673e+01,-1.171894636669999983e+02
3.271549250000000342e+01,-1.171898291669999992e+02
3.271569250000000295e+01,-1.171905375000000049e+02
3.271623033299999861e+01,-1.171929214999999971e+02
3.271645500000000339e+01,-1.171949521669999967e+02
3.271649000000000029e+01,-1.171958630000000028e+02
3.271649299999999982e+01,-1.171960420000000056e+02
3.271671849999999893e+01,-1.172002355000000051e+02
3.271691733299999783e+01,-1.172017460000000000e+02
3.271692099999999925e+01,-1.172018553329999975e+02
3.271692600000000084e+01,-1.172024734999999964e+02
3.271696899999999886e+01,-1.172033888330000053e+02
3.271695366699999852e+01,-1.172038008330000025e+02
3.271682016700000162e+01,-1.172048448329999957e+02
3.271662966699999942e+01,-1.172057199999999995e+02
3.271477850000000132e+01,-1.172119763329999955e+02
3.271476716699999798e+01,-1.172120136669999937e+02
3.271467716699999784e+01,-1.172122868329999932e+02
3.271410000000000196e+01,-1.172139604999999989e+02
3.271407566700000302e+01,-1.172140308329999954e+02
3.271208133300000043e+01,-1.172188243330000006e+02
3.270998416700000178e+01,-1.172232136669999960e+02
3.270803366700000225e+01,-1.172263655000000000e+02
3.270800366699999984e+01,-1.172264111669999949e+02
3.270785949999999787e+01,-1.172266186669999968e+02
3.270684116700000033e+01,-1.172280493330000013e+02
3.270678966700000245e+01,-1.172281263330000058e+02
3.270674083299999779e+01,-1.172282028329999974e+02
3.270499983300000224e+01,-1.172309300000000007e+02
3.270440466699999860e+01,-1.172316983329999971e+02
3.270426249999999868e+01,-1.172318735000000061e+02
3.270386916700000057e+01,-1.172324083329999951e+02
3.270386549999999914e+01,-1.172324111669999951e+02
3.270385683300000323e+01,-1.172324229999999972e+02
3.270385416700000292e+01,-1.172324266669999986e+02
3.270384800000000070e+01,-1.172324338330000018e+02
3.270383350000000178e+01,-1.172324543330000068e+02
3.270382883300000287e+01,-1.172324598329999930e+02
3.270382516699999798e+01,-1.172324638329999971e+02
3.270380966700000158e+01,-1.172324856670000059e+02
3.270380083300000251e+01,-1.172324976670000041e+02
3.270379716699999761e+01,-1.172325031670000044e+02
3.270378649999999965e+01,-1.172325153329999949e+02
3.270378266699999870e+01,-1.172325201670000041e+02
3.270377750000000106e+01,-1.172325263329999956e+02
3.270377383299999963e+01,-1.172325306670000060e+02
3.270377150000000199e+01,-1.172325338330000051e+02
3.270376433300000230e+01,-1.172325433329999953e+02
3.270375816699999660e+01,-1.172325513330000035e+02
3.270372533300000129e+01,-1.172325919999999968e+02
3.270370866700000079e+01,-1.172326146670000071e+02
3.270370383299999872e+01,-1.172326203329999998e+02
3.270370133299999793e+01,-1.172326230000000038e+02
3.270369916700000346e+01,-1.172326258330000002e+02
3.270368766699999696e+01,-1.172326424999999972e+02
3.270366816699999646e+01,-1.172326659999999947e+02
3.270366466699999819e+01,-1.172326699999999988e+02
3.270360016699999761e+01,-1.172327484999999996e+02
3.270359583300000139e+01,-1.172327533330000051e+02
3.270358633299999696e+01,-1.172327641669999991e+02
3.270357299999999867e+01,-1.172327796670000026e+02
3.270357066700000104e+01,-1.172327823330000030e+02
3.270355200000000195e+01,-1.172328080000000057e+02
3.270353533299999782e+01,-1.172328333330000021e+02
3.270352700000000112e+01,-1.172328468329999964e+02
3.270351183300000031e+01,-1.172328716669999977e+02
3.270349916699999682e+01,-1.172328951669999952e+02
3.270348116699999963e+01,-1.172329431670000019e+02
3.270346899999999835e+01,-1.172329869999999943e+02
3.270346500000000134e+01,-1.172330118330000062e+02
3.270346399999999676e+01,-1.172330434999999937e+02
3.270346566700000324e+01,-1.172330606670000037e+02
3.270346899999999835e+01,-1.172331003329999959e+02
3.270346983299999977e+01,-1.172331231670000022e+02
3.270347000000000293e+01,-1.172331546669999938e+02
3.270346466699999866e+01,-1.172331905000000063e+02
3.270345850000000354e+01,-1.172332138329999935e+02
3.270344750000000289e+01,-1.172332494999999994e+02
3.270343383299999829e+01,-1.172332803329999962e+02
3.270341816700000237e+01,-1.172333081670000041e+02
3.270333999999999719e+01,-1.172334338330000065e+02
3.270333049999999986e+01,-1.172334601670000040e+02
3.270332183299999684e+01,-1.172334885000000071e+02
3.270331999999999795e+01,-1.172335073330000057e+02
3.270332233300000269e+01,-1.172335285000000056e+02
3.270332599999999701e+01,-1.172335439999999949e+02
3.270332833300000175e+01,-1.172335801669999995e+02
3.270332933299999922e+01,-1.172336033330000049e+02
3.270332316700000064e+01,-1.172336284999999947e+02
3.270331966700000237e+01,-1.172336491669999958e+02
3.270331533299999904e+01,-1.172336641670000006e+02
3.270331000000000188e+01,-1.172336783330000003e+02
3.270329966700000313e+01,-1.172336990000000014e+02
3.270329149999999885e+01,-1.172337116669999943e+02
3.270326433299999991e+01,-1.172337488330000070e+02
3.270324733300000020e+01,-1.172337678330000017e+02
3.270321633300000030e+01,-1.172338019999999972e+02
3.270318350000000152e+01,-1.172338241669999945e+02
3.270312650000000332e+01,-1.172338641669999930e+02
3.270309283299999947e+01,-1.172338840000000033e+02
3.270308683300000041e+01,-1.172338874999999945e+02
3.270307283300000023e+01,-1.172338951670000000e+02
3.270306333300000290e+01,-1.172339011669999991e+02
3.270303499999999985e+01,-1.172339185000000015e+02
3.270298083299999803e+01,-1.172339498329999969e+02
3.270297766699999897e+01,-1.172339503329999957e+02
3.270292566700000236e+01,-1.172339776670000049e+02
3.270292283300000236e+01,-1.172339795000000038e+02
3.270291350000000108e+01,-1.172339878330000005e+02
3.270290183299999853e+01,-1.172339966669999995e+02
3.270286666700000211e+01,-1.172340258330000040e+02
3.270284383300000286e+01,-1.172340406670000021e+02
3.270283833300000254e+01,-1.172340475000000026e+02
3.270282083299999698e+01,-1.172340568329999968e+02
3.270281133299999965e+01,-1.172340614999999957e+02
3.270278183300000308e+01,-1.172340755000000030e+02
3.270274666699999955e+01,-1.172340886669999946e+02
3.270273966700000301e+01,-1.172340899999999948e+02
3.270272099999999682e+01,-1.172340975000000043e+02
3.270271650000000108e+01,-1.172340991669999966e+02
3.270271183300000217e+01,-1.172341009999999955e+02
3.270270299999999963e+01,-1.172341033329999931e+02
3.270267733299999691e+01,-1.172341140000000053e+02
3.270266999999999769e+01,-1.172341171669999937e+02
3.270262716700000283e+01,-1.172341333330000026e+02
3.270262233300000076e+01,-1.172341351670000051e+02
3.270261433299999965e+01,-1.172341378330000055e+02
3.270259466699999962e+01,-1.172341408329999979e+02
3.270258366699999897e+01,-1.172341420000000056e+02
3.270252099999999729e+01,-1.172341655000000031e+02
3.270251633299999838e+01,-1.172341673330000020e+02
3.270249216700000261e+01,-1.172341794999999962e+02
3.270248916700000308e+01,-1.172341818329999938e+02
3.270248616700000355e+01,-1.172341831669999976e+02
3.270247883300000069e+01,-1.172341898330000021e+02
3.270246816699999926e+01,-1.172341946669999970e+02
3.270246183300000098e+01,-1.172341976670000037e+02
3.270245416699999907e+01,-1.172342011669999948e+02
3.270240400000000136e+01,-1.172342268329999939e+02
3.270238233300000275e+01,-1.172342408330000012e+02
3.270236299999999829e+01,-1.172342578330000009e+02
3.270234899999999811e+01,-1.172342749999999967e+02
3.270234549999999984e+01,-1.172342809999999957e+02
3.270233966699999684e+01,-1.172342916669999937e+02
3.270232833299999697e+01,-1.172343268329999972e+02
3.270232366700000171e+01,-1.172343416669999954e+02
3.270232283299999665e+01,-1.172343505000000050e+02
3.270232283299999665e+01,-1.172343693330000036e+02
3.270231983299999712e+01,-1.172343761669999935e+02
3.270232233299999791e+01,-1.172343801669999976e+02
3.270232200000000233e+01,-1.172343851669999992e+02
3.270232349999999855e+01,-1.172343908330000062e+02
