Frame No.,UTC Timestamp,Lat,Long,estimated_time,time,gps_lat,gps_lon,gps_lat_rel,gps_lon_rel,x,y,width,height,x_cent,y_cent,dlat,dlon,d2lat,d2lon,d3lat,d3lon,d4lat,d4lon
276,19:53:42,32.70297,-117.234631,19:53:44.44,8.469135802469145,32.703457,-117.232862167,0.00048009999999720776,0.0017688329999998587,582.02,427.58,15.0,8.2098,590.0,436.0,-3.1308260832559484e-06,-1.13470434912516e-05,-3.0980300264285525e-07,7.146929681112637e-07,-1.0254993493746511e-05,-4.128376652296689e-05,9.888071427181951e-06,3.2435679860164094e-05
299,19:53:42,32.70297,-117.234631,19:53:45.3,9.32098765432098,32.703454333,-117.232871833,0.00047743300000036015,0.0017591669999887927,581.46,428.03,15.0,7.9854,589.0,436.0,-3.3947323447665236e-06,-1.0738230962860536e-05,-9.045538201019342e-06,-3.445295999589688e-05,-1.8318215372583472e-06,-1.3653372568012831e-05,2.5914993621381882e-05,9.350944319381357e-05
308,19:53:42,32.70297,-117.234631,19:53:45.63,9.654320987654307,32.703453167,-117.232875333,0.00047626699999625544,0.0017556669999976293,581.24,428.2,15.0,7.8976,589.0,436.0,-7.549355466633591e-06,-2.6809636130710967e-05,-8.557470777085273e-06,-3.540011975632742e-05,8.896977782155684e-06,2.5482584873443755e-05,1.7396385618115545e-05,6.582253181061975e-05
324,19:53:42,32.70297,-117.234631,19:53:46.3,10.337654320987639,32.703442333,-117.2329165,0.0004654329999951301,0.0017144999999914035,580.85,428.52,15.0,7.7415,588.0,436.0,-7.924747141562025e-06,-3.3049305504963614e-05,7.934210401474713e-06,2.1690273110618245e-05,6.616566807281251e-08,-1.8011495589819543e-06,-3.0197501972354405e-05,-9.215614394741474e-05
330,19:53:42,32.70297,-117.234631,19:53:46.6,10.637654320987643,32.703441,-117.232922833,0.0004640999999949713,0.0017081669999896576,580.71,428.63,15.0,7.6829,588.0,436.0,-4.427136557964687e-06,-2.2482806948369988e-05,4.784128142977883e-06,9.908963459312931e-06,-1.1268244835422172e-05,-3.63268983433567e-05,-1.775155045529274e-05,-4.299291062304354e-05
346,19:53:47,32.70297,-117.234631,19:53:47.3,11.320987654320975,32.703438,-117.232940333,0.00046109999999544016,0.0016906669999912083,580.32,428.95,15.0,7.5268,588.0,436.0,-1.1858129143359534e-05,-5.511042821753666e-05,-4.111171241382492e-06,-1.0331927293557485e-05,7.777569642876208e-06,4.6505905568340105e-05,2.0075544073407604e-05,6.532312340023194e-05
355,19:53:47,32.70297,-117.234631,19:53:47.63,11.654320987654302,32.703432833,-117.2329635,0.000455932999997799,0.0016674999999963802,580.1,429.12,15.0,7.439,588.0,437.0,-1.2128771255638703e-05,-5.247053225049085e-05,1.862665946415443e-06,1.7548369896579206e-05,1.3201713674927345e-05,5.919156230638159e-05,6.148528092274898e-06,1.4569831929196116e-06
377,19:53:47,32.70297,-117.234631,19:53:48.44,12.4691358024691,32.703429667,-117.232972333,0.0004527669999987438,0.0016586669999867354,579.56,429.55,15.0,7.2244,587.0,437.0,-5.283871986154503e-06,-1.899374490351032e-05,3.218868125912032e-06,1.7081102295233432e-05,-1.9528582411502276e-06,-1.2520005784421186e-05,-1.0795928414472816e-05,-4.8809148755643985e-05
404,19:53:47,32.70297,-117.234631,19:53:49.44,13.469135802469081,32.703422667,-117.233001333,0.00044576699999510083,0.001629666999988899,579.42,430.0,15.208,7.0833,587.0,437.0,-8.42435076243731e-06,-3.137215337807131e-05,-3.1733892559328387e-06,-1.0100567444900257e-05,-3.172543993176919e-06,-1.3219446322412852e-05,4.4986743133290665e-08,5.0877194453680855e-06
451,19:53:47,32.70297,-117.234631,19:53:51.22,15.248523886204957,32.703403167,-117.233064667,0.0004262669999945956,0.0015663329999995312,584.31,430.0,17.656,8.0625,593.0,438.0,-1.4175243672636057e-05,-4.21328324559855e-05,1.3757509795723035e-06,1.0584405586887811e-05,9.1173869843133e-07,1.4157014014248624e-05,-5.615168388623929e-06,-2.4615070640343192e-05
