Frame No.,UTC Timestamp,Lat,Long,estimated_time,time,gps_lat,gps_lon,gps_lat_rel,gps_lon_rel,x,y,width,height,x_cent,y_cent,dlat,dlon,d2lat,d2lon,d3lat,d3lon,d4lat,d4lon
308,19:39:09,32.70297,-117.234631,19:39:10.48,12.489481065918637,32.703443167,-117.233083333,0.0004662670000001867,0.0015476669999969772,543.41,427.45,31.908,10.454,559.0,438.0,1.7832791925291255e-05,5.637178783913957e-06,2.1074701065279043e-06,1.485457367840724e-06,4.665734489767511e-07,-1.4454834610800436e-06,-6.11619603377201e-07,1.1833640507479727e-06
327,19:39:09,32.70297,-117.234631,19:39:11.3,13.315568022440363,32.703452333,-117.233080833,0.00047543299999830424,0.0015501669999906653,534.38,427.32,31.638,10.319,550.0,438.0,1.899542597045851e-05,5.215991608942348e-06,7.57076587104626e-06,2.2263155367389937e-06,-4.586078097522364e-06,8.454961542008485e-07,-7.127863401976907e-06,-2.2682397256161506e-07
334,19:39:09,32.70297,-117.234631,19:39:11.61,13.619915848527315,32.703459,-117.233079,0.0004820999999992637,0.0015519999999895617,531.06,427.27,31.539,10.27,547.0,438.0,2.199065899625329e-05,6.200367987629126e-06,4.91921915445656e-06,2.477884673783211e-06,-6.868844971077856e-06,4.4006542753101616e-07,-3.972069041306322e-06,-1.7893462640983152e-06
354,19:39:09,32.70297,-117.234631,19:39:12.48,14.489481065918605,32.703478333,-117.233073167,0.0005014329999966094,0.00155783299999257,521.55,427.13,31.255,10.128,537.0,437.0,1.4039021522015051e-05,6.475559986725862e-06,3.5261364587612115e-06,1.9002549091518112e-06,-1.556480942175577e-06,-2.2518300409064878e-06,-6.4472378619892065e-06,-3.275831982028755e-06
373,19:39:09,32.70297,-117.234631,19:39:13.3,15.315568022440331,32.7034835,-117.233068,0.0005065999999942505,0.0015629999999902111,512.59,426.98,30.963,10.0,528.0,437.0,2.6895520246736837e-05,9.2882620068486e-06,2.2761058130347765e-06,-1.2058387072067864e-06,-1.6736548729855374e-05,-5.0993324212574415e-06,1.1832372930190734e-05,6.291074109117458e-06
380,19:39:09,32.70297,-117.234631,19:39:13.61,15.619915848527283,32.703494,-117.233064833,0.0005170999999961623,0.0015661669999929018,509.74,426.8,30.704,10.0,525.0,437.0,2.609839870497033e-05,8.404279659962014e-06,-4.524592846498558e-06,-2.907985402024541e-06,-9.748197291903547e-06,-2.092748120163458e-06,2.8912190864517086e-05,1.0570558157872037e-05
398,19:39:14,32.70297,-117.234631,19:39:14.31,16.3125695216907,32.703498833,-117.233062167,0.0005219329999945899,0.0015688329999932193,502.41,426.36,30.037,10.0,517.0,436.0,1.9960655490044044e-05,6.3845797207084075e-06,8.580924299740196e-06,1.1598405849697961e-06,1.9658156592092172e-05,6.319500734253911e-06,2.451984904216649e-07,4.3794379770311276e-06
407,19:39:14,32.70297,-117.234631,19:39:14.62,16.622914349276915,32.703506833,-117.233059833,0.0005299329999957081,0.0015711669999944888,498.74,426.14,29.704,10.0,514.0,436.0,2.504903898882686e-05,7.3112626515307855e-06,1.4784270325857755e-05,3.183177051757008e-06,1.3865006012260965e-05,6.598836587808711e-06,-2.3556442935506377e-05,-3.849272851031275e-06
446,19:39:14,32.70297,-117.234631,19:39:16.22,18.22861150070124,32.703541,-117.233049833,0.000564099999998291,0.001581166999997663,482.85,425.17,28.259,10.0,497.0,435.0,3.539908374702427e-05,1.4060756157001364e-05,-1.382560287947167e-05,1.4436856894538353e-05,-6.45812229851356e-05,-3.903832457339659e-05,9.622051949199223e-05,-4.36440504329311e-05
452,19:39:14,32.70297,-117.234631,19:39:16.48,18.48948106591864,32.703550833,-117.233045833,0.0005739329999983056,0.001585166999987564,480.41,425.02,28.037,10.0,494.0,435.0,3.09332575765969e-05,1.8260606050157953e-05,-3.265481689706004e-05,2.3013777822366633e-06,-3.333160531300097e-05,-5.106887159799726e-05,0.00018408546765984207,1.7101980443657696e-05
457,19:39:14,32.70297,-117.234631,19:39:16.7,18.70687237026647,32.703556333,-117.233041333,0.0005794329999986303,0.0015896669999904134,478.44,424.94,27.939,10.031,492.0,435.0,2.1019924813270394e-05,1.626125940713027e-05,-3.286330928012439e-05,-9.624741949364839e-06,1.8334667834670507e-05,-3.589831835457629e-05,0.00017896422559694045,7.365447562224865e-05
471,19:39:14,32.70297,-117.234631,19:39:17.3,19.3155680224404,32.703561833,-117.233039,0.000584932999998955,0.0015919999999880474,472.99,424.73,27.725,10.137,487.0,435.0,2.2726190473286705e-05,9.673690492544625e-06,1.1180154864165116e-05,8.416655958037273e-07,2.7223121215946443e-05,1.5530548699773997e-05,-4.809657896442003e-05,2.076057684764388e-05
478,19:39:14,32.70297,-117.234631,19:39:17.61,19.619915848527363,32.703570833,-117.233035167,0.0005939329999975484,0.0015958329999961052,470.27,424.62,27.618,10.191,484.0,435.0,2.7403607800619007e-05,1.1704821362753617e-05,1.2597235470155555e-05,5.3150968115825e-06,3.043873995565599e-06,1.2150986584024084e-05,-6.82111755922786e-05,-1.0263245066586348e-05
523,19:39:19,32.70297,-117.234631,19:39:19.48,21.48626045400245,32.703597167,-117.2330235,0.0006202669999950672,0.0016074999999915462,452.75,423.93,26.931,10.534,466.0,434.0,1.919564175672931e-05,6.07531366132231e-06,-1.7392605547773368e-07,-1.1621579607219292e-06,4.321311779770223e-06,2.6217764661913414e-06,1.096788718283591e-06,-6.868363260356658e-07
548,19:39:19,32.70297,-117.234631,19:39:20.48,22.489481065918742,32.703619167,-117.2330175,0.0006422669999963659,0.0016134999999906086,443.02,423.55,26.55,10.725,456.0,434.0,2.1298981761877576e-05,5.90929919810977e-06,1.018174148041677e-05,4.753435370666993e-06,5.643986800975163e-06,4.315722136189818e-06,-8.422447965013977e-06,-3.823426588232502e-06
567,19:39:19,32.70297,-117.234631,19:39:21.3,23.3155680224405,32.703636333,-117.233012667,0.0006594329999956017,0.0016183329999961416,435.62,423.26,26.26,10.87,449.0,434.0,3.520974090110785e-05,1.3182039607972321e-05,1.1661757808313424e-05,7.243236503703155e-06,-7.939713604253582e-06,-2.592137691334681e-06,-1.0973675048982265e-05,-6.698581544983365e-06
574,19:39:19,32.70297,-117.234631,19:39:21.61,23.619915848527466,32.703648667,-117.233007833,0.0006717670000000453,0.0016231669999910991,432.89,423.15,26.153,10.924,446.0,434.0,3.817841884296457e-05,1.5211514904598966e-05,8.154169220447701e-06,5.8257225914344215e-06,-1.0666214623486248e-05,-4.444304011572299e-06,-7.582608261811521e-06,-5.312269040427483e-06
638,19:39:24,32.70297,-117.234631,19:39:24.32,26.324884792626893,32.7036955,-117.232982833,0.0007185999999990145,0.0016481669999990345,409.27,422.31,28.077,11.0,423.0,433.0,2.1768029231728717e-05,1.0714002158325811e-05,-5.30520127977089e-08,-1.0694163730370038e-06,1.9010990017379637e-06,-2.1995088824154473e-07,2.3008525226067456e-06,4.337143960008279e-07
647,19:39:24,32.70297,-117.234631,19:39:24.64,26.646313364055455,32.703702667,-117.232979333,0.0007257669999987115,0.0016516669999901978,405.98,422.19,28.423,11.0,420.0,433.0,2.198067034959669e-05,1.0392921105335687e-05,7.465165766077262e-07,-1.0511543649422448e-06,2.551085406442617e-06,-1.2362615949972159e-07,-1.749882962861741e-06,-6.212102626100488e-07
668,19:39:24,32.70297,-117.234631,19:39:25.48,27.489481065918813,32.7037205,-117.232971667,0.0007435999999998444,0.0016593329999921025,398.31,421.92,29.231,11.0,413.0,433.0,2.279803672876568e-05,9.391087782755977e-06,3.0380434779445997e-06,-1.554489795506438e-06,-7.267361840176634e-06,-2.684217599778322e-06,-1.1486826281582237e-05,-6.26256870327123e-07
687,19:39:24,32.70297,-117.234631,19:39:26.3,28.315568022440573,32.703740667,-117.232963667,0.0007637669999951413,0.0016673329999861153,391.37,421.68,29.962,11.0,406.0,433.0,2.698198640644885e-05,7.81046877864483e-06,-1.1046909444404552e-05,-5.461215418140149e-06,-1.6628691942083218e-05,-1.2505244079283772e-06,5.331743664410364e-05,1.727215310857496e-05
694,19:39:24,32.70297,-117.234631,19:39:26.61,28.619915848527537,32.703749167,-117.2329615,0.0007722669999949971,0.0016694999999913307,388.81,421.59,30.231,11.0,404.0,433.0,2.181330952514079e-05,5.750547629867781e-06,-1.6060552078661773e-05,-5.4517530100838135e-06,6.847390791888078e-06,5.748311340865889e-06,5.029244443493815e-05,1.0955962101581078e-05
708,19:39:24,32.70297,-117.234631,19:39:27.22,29.228611500701465,32.703755,-117.232959667,0.0007780999999980054,0.001671332999990227,383.69,421.41,30.769,11.0,399.0,432.0,1.3160052384989917e-05,4.0348571630835495e-06,1.6497949469641305e-05,5.0073137192722955e-06,4.781436650240058e-06,-2.2404921644669743e-06,-0.0001263234945017699,-5.0718911702156645e-05
714,19:39:24,32.70297,-117.234631,19:39:27.48,29.489481065918863,32.703758833,-117.2329585,0.0007819329999989577,0.0016724999999979673,381.5,421.33,31.0,11.0,397.0,432.0,2.0897730295602827e-05,6.216063630447126e-06,1.2299718389430244e-05,2.2512946225084384e-06,-4.191618108128038e-05,-1.9674618685587128e-05,-7.777623994745113e-05,-2.6292882398851685e-05
719,19:39:24,32.70297,-117.234631,19:39:27.7,29.706872370266694,32.7037645,-117.232956833,0.0007875999999953365,0.0016741669999902342,379.67,421.27,31.192,11.0,395.0,432.0,2.0426404534624153e-05,5.598592020173874e-06,-1.4905677044121573e-06,-3.6761367610721122e-06,-4.0485056669487214e-05,-1.804663371212962e-05,1.7902200579163317e-05,1.1945701980913131e-05
730,19:39:24,32.70297,-117.234631,19:39:28.17,30.185133239831924,32.703768333,-117.232956333,0.0007914329999962888,0.0016746669999889718,375.65,421.13,31.615,11.0,391.0,432.0,2.0426404557095327e-05,2.961067049125042e-06,3.2946780869161385e-06,-2.606564806584786e-06,-2.0013548370976387e-05,-7.643963169396458e-06,-3.2242605832926097e-06,-3.033488202048025e-06
735,19:39:24,32.70297,-117.234631,19:39:28.39,30.402524544179755,32.703774,-117.2329555,0.000797099999999773,0.001675499999990393,373.83,421.06,31.808,11.0,390.0,432.0,2.1468199994955674e-05,2.6818000094406755e-06,-4.0224038018633895e-06,-5.244614200368207e-06,-2.5262727884070634e-05,-1.0752481020590816e-05,6.689109342730241e-05,8.6962097207868e-06
740,19:39:24,32.70297,-117.234631,19:39:28.61,30.619915848527587,32.703777667,-117.232955167,0.0008007669999940958,0.0016758329999930766,372.0,421.0,32.0,11.0,388.0,432.0,1.8677533338893812e-05,6.808000054866342e-07,-7.689116645288759e-06,-7.2815565546678665e-06,9.069535727851474e-06,-3.863002421228189e-06,0.00010484459782223593,2.868752683141553e-05
744,19:39:24,32.70297,-117.234631,19:39:28.78,30.793828892005852,32.703781167,-117.232955167,0.00080426699999947,0.0016758329999930766,370.86,421.0,31.61,10.967,387.0,432.0,1.80565321793786e-05,-3.1800378300929875e-07,-2.503261415038599e-06,-7.187201162387548e-06,1.9917804595356865e-05,7.081744571882923e-07,1.5730051529829594e-05,2.928958226907585e-05
755,19:39:29,32.70297,-117.234631,19:39:29.23,31.236972704714898,32.703786833,-117.232955667,0.0008099329999993188,0.001675332999994339,367.73,421.0,30.537,10.878,383.0,432.0,1.815260513868917e-05,-5.13357071112077e-06,-4.856512766061486e-06,-6.686353438973475e-06,-2.5784216213973834e-05,1.7081166940668183e-05,-1.0844890562972508e-05,-2.965488283203966e-06
761,19:39:29,32.70297,-117.234631,19:39:29.46,31.46774193548414,32.703791667,-117.232957333,0.0008147669999942764,0.0016736669999914966,366.02,421.0,29.951,10.829,381.0,432.0,1.6422190463620447e-05,-6.1741904893272866e-06,-1.3267145587201156e-05,-8.276533292107343e-07,-1.719643470641333e-05,1.1600330663061057e-05,0.00010050127099446154,-7.976526243656912e-05
768,19:39:29,32.70297,-117.234631,19:39:29.73,31.73697270471492,32.703794667,-117.232958667,0.0008177669999938075,0.0016723329999877024,364.03,421.0,29.268,10.772,379.0,432.0,1.1038308845485209e-05,-5.240589122141367e-06,-1.1850593381613698e-05,-2.0351355918241167e-06,2.974038187728994e-05,-2.7469378602640996e-05,9.315997265811572e-05,-6.876682130483985e-05
780,19:39:29,32.70297,-117.234631,19:39:30.22,32.22861150070154,32.7038,-117.2329615,0.0008230999999980781,0.0016694999999913307,360.62,421.0,28.098,10.675,375.0,432.0,1.2525985667609808e-05,-1.1181416100792575e-05,2.4747483346460687e-05,-3.617501188991611e-05,2.662944164752731e-06,7.266639328618889e-06,-0.000219729710278045,0.000229524716224065
786,19:39:29,32.70297,-117.234631,19:39:30.48,32.489481065918916,32.7038035,-117.232965167,0.0008265999999963469,0.0016658329999899024,358.91,421.0,27.512,10.626,373.0,432.0,2.1988557577122623e-05,-2.395310605440848e-05,1.5506605847316383e-05,-2.3661454244031037e-05,-7.744932988910243e-05,8.913369446769284e-05,-0.0001017672540802953,2.8091036463534556e-05
791,19:39:29,32.70297,-117.234631,19:39:30.7,32.70687237026673,32.703809833,-117.232972167,0.0008329329999980928,0.0016588329999933649,357.49,421.0,27.024,10.585,371.0,432.0,2.1597496081523886e-05,-2.4514166654892363e-05,-8.943604661614021e-06,3.172873688279404e-06,-6.23752190986783e-05,4.347727578170051e-05,9.571839664775199e-05,-0.00018707283705401086
803,19:39:29,32.70297,-117.234631,19:39:31.22,33.22861150070148,32.703811667,-117.232975333,0.0008347669999935192,0.0016556669999943097,354.07,421.0,25.854,10.488,367.0,431.0,7.984833331223413e-06,-1.5654055575157685e-05,2.124139312087162e-05,-7.426794859777307e-05,2.0594015062742177e-05,-2.539269831755808e-05,-0.00016958833508777537,0.0004660929410593268
809,19:39:29,32.70297,-117.234631,19:39:31.48,33.48948106591886,32.703814333,-117.232980667,0.0008374329999938368,0.0016503329999864036,352.37,421.0,25.268,10.439,365.0,431.0,1.9699848500878258e-05,-4.693045453552265e-05,2.1753671308496693e-05,-6.484401628095604e-05,-6.650894633804301e-05,0.00017420898953480888,-0.0002128539971367608,0.0004044557095085056
814,19:39:29,32.70297,-117.234631,19:39:31.7,33.70687237026667,32.703820333,-117.232995667,0.0008434330000000045,0.0016353329999958532,350.94,421.0,24.78,10.398,363.0,431.0,2.0234362763259857e-05,-5.105436271246036e-05,-5.1092661908237945e-06,-1.957294705697744e-06,-9.085389349948696e-05,0.0001967928224124517,-3.1945547609157056e-05,-1.306127383438938e-05
826,19:39:29,32.70297,-117.234631,19:39:32.22,34.228611500701426,32.703821667,-117.232999833,0.0008447669999966934,0.0016311669999993228,347.53,421.0,23.61,10.301,359.0,431.0,8.092166673437547e-06,-3.077272222166711e-05,-1.1545652924253335e-05,-1.5091456438856283e-05,-7.29562143450601e-06,4.354038101796575e-05,6.230446730303762e-05,8.639104811462161e-05
832,19:39:29,32.70297,-117.234631,19:39:32.48,34.4894810659188,32.7038245,-117.233010833,0.0008476000000001704,0.0016201669999986734,345.82,421.0,23.024,10.252,357.0,431.0,6.609851508142077e-06,-4.174848486391755e-05,-1.2791364628311182e-05,5.2296243927668065e-06,-3.805180506085734e-06,0.00011565868410708944,2.546567456180191e-05,3.273717905770255e-05
837,19:39:29,32.70297,-117.234631,19:39:32.7,34.706872370266616,32.703825167,-117.233019833,0.0008482669999949621,0.0016111669999929745,344.4,421.0,22.537,10.211,356.0,431.0,2.5412293978793288e-06,-3.204215688214587e-05,-1.344284450412635e-05,3.721361506565819e-05,3.920265232504233e-06,7.8623955620127e-05,2.0171420076362022e-05,-0.0001722728681277814
849,19:39:29,32.70297,-117.234631,19:39:33.22,35.22861150070137,32.703825833,-117.233024833,0.0008489330000003292,0.0016061669999913875,340.98,421.0,21.366,10.114,352.0,431.0,2.130055545674324e-06,-2.1936888897204285e-05,-2.7361107895977833e-06,-7.542110805804924e-06,-4.795957042838161e-06,-1.36530961042338e-05,-1.8687667283080986e-05,8.038618175242707e-05
855,19:39:29,32.70297,-117.234631,19:39:33.48,35.489481065918746,32.7038265,-117.233032167,0.0008495999999951209,0.001598832999988531,339.28,421.0,20.78,10.065,350.0,431.0,1.1621969606221555e-06,-2.741446664353709e-05,-7.289473061079534e-06,-1.695695204812937e-06,-9.929466932599056e-06,4.087162925171738e-05,1.9263727735246727e-05,4.925621600066656e-05
860,19:39:29,32.70297,-117.234631,19:39:33.7,35.70687237026656,32.7038265,-117.233038,0.0008495999999951209,0.0015929999999997335,337.85,421.0,20.293,10.024,348.0,431.0,-1.0709037927004441e-06,-2.4286413761226552e-05,-8.084812169359117e-06,1.053371141655853e-05,1.3130431389511534e-06,2.263833722339264e-05,3.9111172488430445e-05,-8.489520692186685e-05
872,19:39:34,32.70297,-117.234631,19:39:34.19,36.189964157706164,32.703824833,-117.233047,0.0008479329999957486,0.0015839999999940346,335.24,421.1,20.251,9.9497,345.0,431.0,-2.628299584741308e-06,-2.3336506841870226e-05,-2.1132904843719317e-06,-1.4618925711078106e-05,6.676063835773114e-06,-1.9471063427608665e-05,-8.767628945660493e-05,1.0890200692211523e-05
878,19:39:34,32.70297,-117.234631,19:39:34.41,36.41218637992839,32.703824333,-117.233052667,0.0008474329999970109,0.0015783329999976559,334.07,421.17,20.419,9.9162,344.0,431.0,-2.984399992297243e-06,-2.8280536376711594e-05,-1.2108526506421896e-06,-1.561390605138301e-05,-2.290483636737423e-05,-7.027449136382747e-06,-0.00013399763811915204,-5.747219083672009e-05
883,19:39:34,32.70297,-117.234631,19:39:34.59,36.59737156511358,32.703823667,-117.233058333,0.0008467669999987493,0.0015726669999907017,333.09,421.22,20.559,9.8883,343.0,431.0,-3.148199991897735e-06,-3.0148200019652557e-05,-9.613878925334871e-06,-1.7308809842844495e-05,-4.7855569847000745e-05,-3.518101150541121e-05,2.1154372414929964e-05,1.293975736693526e-06
888,19:39:34,32.70297,-117.234631,19:39:34.78,36.782556750298774,32.703823167,-117.233063833,0.0008462670000000116,0.001567166999990377,332.11,421.28,20.698,9.8603,342.0,431.0,-6.545095890569518e-06,-3.4691206688876406e-05,-1.8935137779161487e-05,-2.8643910312646792e-05,-1.5069883621103649e-05,-6.54819886353328e-06,0.00012899675788769237,0.0001934109121294215
898,19:39:34,32.70297,-117.234631,19:39:35.17,37.18513323983178,32.703817167,-117.233082167,0.0008402669999938439,0.001548832999986871,330.16,421.39,20.978,9.8045,341.0,431.0,-1.4685948044133607e-05,-4.9820970256278e-05,5.860745196971718e-06,1.6557703665656638e-05,-5.187015091913745e-06,0.00010526544624149977,-0.0002358626344260195,-0.00029295692282949785
903,19:39:34,32.70297,-117.234631,19:39:35.39,37.40252454417959,32.703814,-117.2330935,0.0008370999999982587,0.001537499999997749,329.18,421.45,21.117,9.7765,340.0,431.0,-1.0349999990211939e-05,-3.986589997282634e-05,-3.1062567226826363e-06,3.861795372782313e-05,-8.703156760199146e-05,-2.5416295531428528e-05,-0.0001291248543995302,-0.0005379071395289223
908,19:39:34,32.70297,-117.234631,19:39:35.61,37.619915848527405,32.703812667,-117.2330995,0.0008357669999980999,0.0015314999999986867,328.2,421.5,21.257,9.7486,339.0,431.0,-1.6036494445299896e-05,-3.303055559200803e-05,-3.197906680389199e-05,5.5071403911231246e-06,-6.132825613518456e-05,-0.00012860722311888793,0.00024244251788519626,-0.00011583463153451548
912,19:39:34,32.70297,-117.234631,19:39:35.78,37.793828892005656,32.7038085,-117.233106,0.000831599999997934,0.001524999999986676,327.42,421.55,21.369,9.7263,338.0,431.0,-2.2407976297870094e-05,-3.5681201612423736e-05,-3.26988789681486e-05,-1.3561591527994978e-05,-1.8833263968403768e-06,-9.882630542154278e-05,0.000310407798981118,0.00016067340160414565
951,19:39:34,32.70297,-117.234631,19:39:37.48,39.4894810659186,32.703796167,-117.2331385,0.0008192669999971258,0.0014924999999976762,319.79,421.98,22.458,9.5084,331.0,431.0,-1.2762678661633982e-05,-3.090839247541931e-05,1.3985000323528387e-06,-2.271939465937169e-06,5.327376126872656e-06,-1.0781147847964415e-06,-2.3180705139340698e-06,2.2754323118377177e-05
974,19:39:34,32.70297,-117.234631,19:39:38.48,40.48948106591855,32.703780167,-117.233176333,0.0008032669999948894,0.0014546669999901951,315.3,422.24,23.101,9.3799,327.0,432.0,-1.3894032620437357e-05,-3.618016477135034e-05,-1.9913211487700495e-06,-7.912378315684855e-06,-8.656259360704455e-07,1.098848037947847e-06,-2.775133580232111e-07,5.618329611303254e-06
994,19:39:39,32.70297,-117.234631,19:39:39.32,41.32774193548373,32.70377,-117.2332055,0.0007930999999956612,0.0014254999999963047,311.39,422.46,23.659,9.2682,323.0,432.0,-1.6167562068674464e-05,-4.466830633089716e-05,-9.432367391528726e-07,-2.2556862306512265e-06,3.0584486823211593e-06,8.226657942092286e-06,2.1017192708321366e-06,1.495109401740344e-06
1002,19:39:39,32.70297,-117.234631,19:39:39.64,41.64774193548372,32.703764333,-117.233221,0.0007874329999992824,0.001409999999992806,309.82,422.55,23.883,9.2235,322.0,432.0,-1.625330562885482e-05,-4.442871950735584e-05,2.5634508329751603e-07,5.574580288626327e-07,3.415894335037202e-06,7.849013991627178e-06,7.229444590923235e-07,-1.2119752510946442e-06
1045,19:39:39,32.70297,-117.234631,19:39:41.48,43.48948106591841,32.703749833,-117.233260333,0.0007729330000003642,0.001370666999989112,300.84,423.0,25.181,9.0517,313.0,432.0,-1.0223666588606538e-05,-4.542928747355054e-05,3.0198602827434885e-06,5.027430043246108e-06,5.701897299387765e-07,5.2793896431961834e-06,-1.3081699625820318e-06,-3.2519142970600278e-06
1068,19:39:39,32.70297,-117.234631,19:39:42.48,44.489481065918355,32.703738333,-117.233318833,0.0007614329999938718,0.0013121669999947017,291.91,423.0,26.569,9.4483,305.0,432.0,-7.341731946166176e-06,-3.737716006770421e-05,3.0849282749855027e-06,1.1855546629856559e-05,-6.093256316330507e-07,1.0193531727449349e-06,-1.0495416886047314e-06,-5.737863869067983e-06
1086,19:39:39,32.70297,-117.234631,19:39:43.46,45.50620347394511,32.703735167,-117.233335,0.0007582669999948166,0.0012959999999964111,284.93,423.0,27.655,9.7586,299.0,433.0,-3.995376759665368e-06,-2.1391672685308686e-05,1.7682760702343373e-06,6.887285048151273e-06,-1.5420612203454962e-06,-6.342127919338483e-06,-3.8898667119355045e-07,-3.3344424834920544e-06
1127,19:39:44,32.70297,-117.234631,19:39:45.48,47.489481065918284,32.703723833,-117.233398667,0.0007469329999949537,0.001232332999990149,269.03,423.0,30.129,10.466,284.0,433.0,-6.380574818204486e-06,-4.191329991361215e-05,-2.2458767798545043e-06,-1.1322116309620102e-05,-2.692803007328381e-07,2.155725465332418e-06,1.3642832736226806e-06,6.097790457352974e-06
1146,19:39:44,32.70297,-117.234631,19:39:46.3,48.315568022439976,32.703718333,-117.233436667,0.000741432999994629,0.0011943329999866137,261.66,423.0,31.276,10.793,277.0,434.0,-8.594823299664777e-06,-5.160176371511033e-05,-1.8645499931890544e-06,-5.640320608686091e-06,1.1063483127566264e-06,7.816873113595017e-06,9.438161033876186e-07,1.1873594132204995e-06
1153,19:39:44,32.70297,-117.234631,19:39:46.61,48.619915848526915,32.7037155,-117.233453,0.0007385999999982573,0.0011779999999959045,258.94,423.0,31.698,10.914,275.0,434.0,-9.070814608570187e-06,-5.263576708263374e-05,-1.455541541190953e-06,-3.1559940433654355e-06,1.3127053690147947e-06,7.542969157353211e-06,6.781158053612345e-07,-9.650768100284267e-07
1290,19:39:49,32.70297,-117.234631,19:39:53.18,55.24046920821044,32.703689667,-117.233653167,0.0007127669999960062,0.0009778329999932112,178.17,423.0,37.361,11.59,197.0,435.0,-3.09138980897003e-06,-3.875755449040969e-05,2.7448621797915683e-06,-4.2482660552612355e-05,5.81451760886249e-06,-8.222940048348547e-06,-7.103018638969608e-06,0.00012893453854057995
