Frame No.,UTC Timestamp,Lat,Long,estimated_time,time,gps_lat,gps_lon,gps_lat_rel,gps_lon_rel,x,y,width,height,x_cent,y_cent,lat_int,lon_int
0,20:02:47,32.70297,-117.234631,20:02:51.0,0.0,,,,,656.0,430.0,30.0,9.0,671.0,439.0,0.0003884329999976899,0.0017528329999976222
1,20:02:47,32.70297,-117.234631,20:02:51.01,0.009259259259259259,,,,,655.54,429.98,30.02,9.0,671.0,439.0,0.0003884329999976899,0.0017528329999976222
2,20:02:47,32.70297,-117.234631,20:02:51.02,0.018518518518518517,,,,,655.08,429.96,30.039,9.0,670.0,439.0,0.0003884329999976899,0.0017528329999976222
3,20:02:47,32.70297,-117.234631,20:02:51.03,0.027777777777777776,,,,,654.62,429.94,30.059,9.0,670.0,439.0,0.0003884329999976899,0.0017528329999976222
4,20:02:47,32.70297,-117.234631,20:02:51.04,0.037037037037037035,,,,,654.16,429.92,30.078,9.0,669.0,439.0,0.0003884329999976899,0.0017528329999976222
5,20:02:47,32.70297,-117.234631,20:02:51.05,0.046296296296296294,,,,,653.7,429.9,30.098,9.0,669.0,439.0,0.0003884329999976899,0.0017528329999976222
6,20:02:47,32.70297,-117.234631,20:02:51.06,0.05555555555555555,,,,,653.24,429.88,30.118,9.0,668.0,439.0,0.0003884329999976899,0.0017528329999976222
7,20:02:47,32.70297,-117.234631,20:02:51.06,0.06481481481481481,,,,,652.77,429.86,30.137,9.0,668.0,439.0,0.0003884329999976899,0.0017528329999976222
8,20:02:47,32.70297,-117.234631,20:02:51.07,0.07407407407407407,,,,,652.31,429.84,30.157,9.0,667.0,439.0,0.0003884329999976899,0.0017528329999976222
9,20:02:47,32.70297,-117.234631,20:02:51.08,0.08333333333333333,,,,,651.85,429.82,30.176,9.0,667.0,439.0,0.0003884329999976899,0.0017528329999976222
10,20:02:47,32.70297,-117.234631,20:02:51.09,0.09259259259259259,,,,,651.39,429.8,30.196,9.0,666.0,439.0,0.0003884329999976899,0.0017528329999976222
11,20:02:47,32.70297,-117.234631,20:02:51.1,0.10185185185185185,,,,,650.93,429.78,30.216,9.0,666.0,439.0,0.0003884329999976899,0.0017528329999976222
12,20:02:47,32.70297,-117.234631,20:02:51.11,0.1111111111111111,,,,,650.47,429.76,30.235,9.0,666.0,439.0,0.0003884329999976899,0.0017528329999976222
13,20:02:47,32.70297,-117.234631,20:02:51.12,0.12037037037037036,,,,,650.01,429.75,30.255,9.0,665.0,439.0,0.0003884329999976899,0.0017528329999976222
14,20:02:47,32.70297,-117.234631,20:02:51.13,0.12962962962962962,,,,,649.55,429.73,30.275,9.0,665.0,439.0,0.0003884329999976899,0.0017528329999976222
15,20:02:47,32.70297,-117.234631,20:02:51.14,0.1388888888888889,,,,,649.09,429.71,30.294,9.0,664.0,439.0,0.0003884329999976899,0.0017528329999976222
16,20:02:47,32.70297,-117.234631,20:02:51.15,0.14814814814814814,,,,,648.63,429.69,30.314,9.0,664.0,439.0,0.0003884329999976899,0.0017528329999976222
17,20:02:47,32.70297,-117.234631,20:02:51.16,0.15740740740740738,,,,,648.17,429.67,30.333,9.0,663.0,439.0,0.0003884329999976899,0.0017528329999976222
18,20:02:47,32.70297,-117.234631,20:02:51.17,0.16666666666666663,,,,,647.71,429.65,30.353,9.0,663.0,439.0,0.0003884329999976899,0.0017528329999976222
19,20:02:47,32.70297,-117.234631,20:02:51.18,0.17592592592592587,,,,,647.25,429.63,30.373,9.0,662.0,439.0,0.0003884329999976899,0.0017528329999976222
20,20:02:47,32.70297,-117.234631,20:02:51.19,0.18518518518518512,,,,,646.78,429.61,30.392,9.0,662.0,439.0,0.0003884329999976899,0.0017528329999976222
21,20:02:47,32.70297,-117.234631,20:02:51.19,0.19444444444444436,,,,,646.32,429.59,30.412,9.0,662.0,439.0,0.0003884329999976899,0.0017528329999976222
22,20:02:47,32.70297,-117.234631,20:02:51.2,0.2037037037037036,,,,,645.86,429.57,30.431,9.0,661.0,439.0,0.0003884329999976899,0.0017528329999976222
23,20:02:47,32.70297,-117.234631,20:02:51.21,0.21296296296296285,,,,,645.4,429.55,30.451,9.0,661.0,439.0,0.0003884329999976899,0.0017528329999976222
24,20:02:47,32.70297,-117.234631,20:02:51.22,0.2222222222222221,,,,,644.94,429.53,30.471,9.0,660.0,439.0,0.0003884329999976899,0.0017528329999976222
25,20:02:47,32.70297,-117.234631,20:02:51.23,0.23148148148148134,,,,,644.48,429.51,30.49,9.0,660.0,439.0,0.0003884329999976899,0.0017528329999976222
26,20:02:47,32.70297,-117.234631,20:02:51.24,0.2407407407407406,32.703365333,-117.232878167,0.0003884329999976899,0.0017528329999976222,644.02,429.49,30.51,9.0,659.0,438.0,0.0003884329999976899,0.0017528329999976222
27,20:02:47,32.70297,-117.234631,20:02:51.25,0.24999999999999983,,,,,643.56,429.47,30.529,9.0,659.0,438.0,0.00038884326922838084,0.0017528201923052112
28,20:02:47,32.70297,-117.234631,20:02:51.26,0.2592592592592591,,,,,643.1,429.45,30.549,9.0,658.0,438.0,0.00038925353845907187,0.0017528073846128005
29,20:02:47,32.70297,-117.234631,20:02:51.27,0.2685185185185183,,,,,642.64,429.43,30.569,9.0,658.0,438.0,0.00038966380768976284,0.0017527945769203895
30,20:02:47,32.70297,-117.234631,20:02:51.28,0.27777777777777757,,,,,642.18,429.41,30.588,9.0,657.0,438.0,0.00039007407692045386,0.0017527817692279785
31,20:02:47,32.70297,-117.234631,20:02:51.29,0.2870370370370368,,,,,641.72,429.39,30.608,9.0,657.0,438.0,0.0003904843461511448,0.0017527689615355678
32,20:02:47,32.70297,-117.234631,20:02:51.3,0.29629629629629606,,,,,641.25,429.37,30.627,9.0,657.0,438.0,0.00039089461538183585,0.0017527561538431568
33,20:02:47,32.70297,-117.234631,20:02:51.31,0.3055555555555553,,,,,640.79,429.35,30.647,9.0,656.0,438.0,0.0003913048846125268,0.0017527433461507458
34,20:02:47,32.70297,-117.234631,20:02:51.31,0.31481481481481455,,,,,640.33,429.33,30.667,9.0,656.0,438.0,0.00039171515384321784,0.0017527305384583349
35,20:02:47,32.70297,-117.234631,20:02:51.32,0.3240740740740738,,,,,639.87,429.31,30.686,9.0,655.0,438.0,0.0003921254230739088,0.0017527177307659241
36,20:02:47,32.70297,-117.234631,20:02:51.33,0.33333333333333304,,,,,639.41,429.29,30.706,9.0,655.0,438.0,0.00039253569230459983,0.0017527049230735131
37,20:02:47,32.70297,-117.234631,20:02:51.34,0.3425925925925923,,,,,638.95,429.27,30.725,9.0,654.0,438.0,0.0003929459615352908,0.0017526921153811022
38,20:02:47,32.70297,-117.234631,20:02:51.35,0.3518518518518515,,,,,638.49,429.25,30.745,9.0,654.0,438.0,0.0003933562307659818,0.0017526793076886914
39,20:02:47,32.70297,-117.234631,20:02:51.36,0.36111111111111077,,,,,638.03,429.24,30.765,9.0,653.0,438.0,0.0003937664999966728,0.0017526664999962804
40,20:02:47,32.70297,-117.234631,20:02:51.37,0.37037037037037,,,,,637.57,429.22,30.784,9.0,653.0,438.0,0.00039417676922736376,0.0017526536923038695
41,20:02:47,32.70297,-117.234631,20:02:51.38,0.37962962962962926,,,,,637.11,429.2,30.804,9.0,653.0,438.0,0.0003945870384580548,0.0017526408846114587
42,20:02:47,32.70297,-117.234631,20:02:51.39,0.3888888888888885,,,,,636.65,429.18,30.824,9.0,652.0,438.0,0.00039499730768874575,0.0017526280769190477
43,20:02:47,32.70297,-117.234631,20:02:51.4,0.39814814814814775,,,,,636.19,429.16,30.843,9.0,652.0,438.0,0.0003954075769194368,0.0017526152692266368
44,20:02:47,32.70297,-117.234631,20:02:51.41,0.407407407407407,,,,,635.73,429.14,30.863,9.0,651.0,438.0,0.00039581784615012774,0.001752602461534226
45,20:02:47,32.70297,-117.234631,20:02:51.42,0.41666666666666624,,,,,635.26,429.12,30.882,9.0,651.0,438.0,0.00039622811538081877,0.001752589653841815
46,20:02:47,32.70297,-117.234631,20:02:51.43,0.4259259259259255,,,,,634.8,429.1,30.902,9.0,650.0,438.0,0.00039663838461150973,0.001752576846149404
47,20:02:47,32.70297,-117.234631,20:02:51.44,0.43518518518518473,,,,,634.34,429.08,30.922,9.0,650.0,438.0,0.00039704865384220076,0.001752564038456993
48,20:02:47,32.70297,-117.234631,20:02:51.44,0.444444444444444,,,,,633.88,429.06,30.941,9.0,649.0,438.0,0.0003974589230728917,0.0017525512307645823
